26770698,不汗党 불한당: 나쁜 놈들의 세상
27069070,哆啦A梦：大雄的金银岛 ドラえもん のび太の宝島
26792540,真相漩涡 Spinning Man
30221703,罪途3之正义规则
1460919,全职猎人 Hunter x Hunter
25970953,皓镧传
3168101,毒液：致命守护者 Venom
25821634,雷神3：诸神黄昏 Thor: Ragnarok
25881611,战神纪
2997076,华尔街之狼 The Wolf of Wall Street
26953476,生财有道
30453048,中国诗词大会 第四季
24843509,贪嘴意大利 第二季 Two Greedy Italians: Still Hungry Season 2
10742835,贪嘴意大利 第一季 Two Greedy Italians Season 1
26386034,极寒之城 Atomic Blonde
1304102,谍影重重 The Bourne Identity
25798131,疾速追杀 John Wick
27160683,忍者蝙蝠侠 Batman Ninja
26260853,速度与激情8 The Fate of the Furious
27624661,比悲伤更悲伤的故事 比悲傷更悲傷的故事
26946510,犯罪都市 범죄도시
25986180,釜山行 부산행
25919910,师父
25727544,寻找罗麦
1292792,我自己的爱达荷 My Own Private Idaho
1914831,盛夏光年
26761328,天盛长歌
27186315,中国新说唱
26998315,真心话大冒险 Truth or Dare
27145130,六年，六天
26322774,纯洁心灵·逐梦演艺圈
30482099,命之途
30426954,妻子的浪漫旅行 第二季
30446698,一品爵爷
30353507,大汉十三将之血战疏勒城
30416876,东海龙棺
26184585,秦时明月之沧海横流
30370874,男团秘事
27186648,唐砖
30283308,阿浪的远方
19965220,父母爱情
26923049,再创世纪
1292001,海上钢琴师 La leggenda del pianista sull'oceano
4739952,初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก
26691361,21克拉
26877492,小森林 리틀 포레스트
26942674,神秘巨星 Secret Superstar
27195080,泄密者 洩密者們
3445906,古墓丽影：源起之战 Tomb Raider
26934399,毒战 독전
3078549,虎胆追凶 Death Wish
26636712,蚁人2：黄蜂女现身 Ant-Man and the Wasp
26388341,贝鲁特 Beirut
27129663,冠军 챔피언
1305690,阿飞正传 阿飛正傳
26942631,起跑线 Hindi Medium
27079318,北方一片苍茫
27040826,代码211 211
26426099,极致追击
1921003,陌生人 The Strangers
30219670,罪途2之救赎代价
1900841,窃听风暴 Das Leben der Anderen
27176742,驭风男孩 The Boy Who Harnessed the Wind
1947114,跟踪 跟蹤
1305843,目露凶光
1308035,顺流逆流 順流逆流
30192433,为爱叛逆2之逆战到底 Baaghi 2: A Rebel For Love
25994641,先下手为强
26815381,黑夜造访 It Comes at Night
30409713,失控之枪林弹雨
30387535,最萌警探 Напарник
25792690,反贪风暴 Z風暴
26352445,反贪风暴2 S風暴
26972258,江湖儿女
27135751,照看隔壁店 Cek Toko Sebelah
26916229,镰仓物语 DESTINY 鎌倉ものがたり
1291841,教父 The Godfather
